"","importance","feature","iter","feat_group","cancer_type","agg_level","win_len","is_upper","raw_feature","upper"
"7924",0.0426087635009565,"upper_FOXA1",8,"tf","breast","99.",100000,1,"FOXA1","Distant"
"7925",0.524433794302938,"upper_FOXA2",8,"tf","breast","99.",100000,1,"FOXA2","Distant"
"7926",3.80198104584394,"upper_GABPA",8,"tf","breast","99.",100000,1,"GABPA","Distant"
"7927",1.70465920489878,"upper_HNF4A",8,"tf","breast","99.",100000,1,"HNF4A","Distant"
"7928",0.691096406103904,"upper_HNF4G",8,"tf","breast","99.",100000,1,"HNF4G","Distant"
"7929",1.11026019432851,"upper_JUND",8,"tf","breast","99.",100000,1,"JUND","Distant"
"7930",2.89498749646921,"upper_MAX",8,"tf","breast","99.",100000,1,"MAX","Distant"
"7931",3.78893749781587,"upper_NR2F2",8,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7932",2.99411482359657,"upper_REST",8,"tf","breast","99.",100000,1,"REST","Distant"
"7933",2.66310138703501,"upper_RXRA",8,"tf","breast","99.",100000,1,"RXRA","Distant"
"7934",4.88802947529223,"upper_SP1",8,"tf","breast","99.",100000,1,"SP1","Distant"
"7935",0.655638245804033,"upper_YY1",8,"tf","breast","99.",100000,1,"YY1","Distant"
"7936",0.290044866782859,"upper_ZBTB33",8,"tf","breast","99.",100000,1,"ZBTB33","Distant"
"7937",0.00235899018939881,"ATF3",9,"tf","breast","99.",100000,0,"ATF3","Current"
"7938",0.553662263892748,"CTCF",9,"tf","breast","99.",100000,0,"CTCF","Current"
"7939",0.140433814902495,"EGR1",9,"tf","breast","99.",100000,0,"EGR1","Current"
"7940",0.0273238392312239,"FOXA1",9,"tf","breast","99.",100000,0,"FOXA1","Current"
"7941",0.0952744165614961,"FOXA2",9,"tf","breast","99.",100000,0,"FOXA2","Current"
"7942",0.132984176669179,"GABPA",9,"tf","breast","99.",100000,0,"GABPA","Current"
"7943",0.540095864517597,"HNF4A",9,"tf","breast","99.",100000,0,"HNF4A","Current"
"7944",0.110450304971686,"HNF4G",9,"tf","breast","99.",100000,0,"HNF4G","Current"
"7945",0.00581659993336234,"JUND",9,"tf","breast","99.",100000,0,"JUND","Current"
"7946",0.38979206978663,"MAX",9,"tf","breast","99.",100000,0,"MAX","Current"
"7947",0.344146755788945,"NR2F2",9,"tf","breast","99.",100000,0,"NR2F2","Current"
"7948",0.0689818087105218,"REST",9,"tf","breast","99.",100000,0,"REST","Current"
"7949",0.248723660446336,"RXRA",9,"tf","breast","99.",100000,0,"RXRA","Current"
"7950",0.262073855794606,"SP1",9,"tf","breast","99.",100000,0,"SP1","Current"
"7951",0.0136058528470719,"YY1",9,"tf","breast","99.",100000,0,"YY1","Current"
"7952",0.0138610625184479,"ZBTB33",9,"tf","breast","99.",100000,0,"ZBTB33","Current"
"7953",0.17629348400641,"upper_ATF3",9,"tf","breast","99.",100000,1,"ATF3","Distant"
"7954",1.13774681227396,"upper_CTCF",9,"tf","breast","99.",100000,1,"CTCF","Distant"
"7955",2.0606736022005,"upper_EGR1",9,"tf","breast","99.",100000,1,"EGR1","Distant"
"7956",0.0814334520666921,"upper_FOXA1",9,"tf","breast","99.",100000,1,"FOXA1","Distant"
"7957",0.768671065788318,"upper_FOXA2",9,"tf","breast","99.",100000,1,"FOXA2","Distant"
"7958",3.51658129315647,"upper_GABPA",9,"tf","breast","99.",100000,1,"GABPA","Distant"
"7959",1.20011462280816,"upper_HNF4A",9,"tf","breast","99.",100000,1,"HNF4A","Distant"
"7960",0.38947399228224,"upper_HNF4G",9,"tf","breast","99.",100000,1,"HNF4G","Distant"
"7961",1.17578916528874,"upper_JUND",9,"tf","breast","99.",100000,1,"JUND","Distant"
"7962",3.32175348303915,"upper_MAX",9,"tf","breast","99.",100000,1,"MAX","Distant"
"7963",4.79813184007093,"upper_NR2F2",9,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7964",1.88515118639272,"upper_REST",9,"tf","breast","99.",100000,1,"REST","Distant"
"7965",3.11493092351015,"upper_RXRA",9,"tf","breast","99.",100000,1,"RXRA","Distant"
"7966",4.45924899908692,"upper_SP1",9,"tf","breast","99.",100000,1,"SP1","Distant"
"7967",0.808519716613338,"upper_YY1",9,"tf","breast","99.",100000,1,"YY1","Distant"
"7968",0.432114269056843,"upper_ZBTB33",9,"tf","breast","99.",100000,1,"ZBTB33","Distant"
